reservation_id,user_id,user_total_bookings,user_cancelled_bookings,user_recent_bookings_30d,loyalty_level,loyalty_points,date_reservation,seance_date_heure,days_until_seance,booking_lead_hours,seance_hour,seance_weekday,is_weekend,prix_base,langue,film_genre,seat_number,is_premium_seat,statut,cancellation_target
175,15,8,0,7,GOLD,1096,2025-11-23T20:00:00,2025-12-03T22:00:00,10,242,22,2,0,27.39,AR,Horror,54,0,PENDING,0
176,15,9,0,8,GOLD,1096,2025-11-16T06:00:00,2025-12-05T02:00:00,19,452,2,4,0,17.0,EN,Thriller,71,0,CONFIRMED,0
177,15,10,0,6,GOLD,1096,2025-12-08T07:00:00,2025-12-14T14:00:00,6,151,14,6,1,13.68,FR,Drama,66,0,CONFIRMED,0
178,15,11,0,1,GOLD,1096,2026-02-21T20:00:00,2026-03-12T22:00:00,19,458,22,3,0,18.99,FR,Action,65,0,CONFIRMED,0
179,15,12,0,1,GOLD,1096,2026-03-29T23:00:00,2026-04-03T23:00:00,5,120,23,4,0,12.56,VO,Romance,84,0,CONFIRMED,0
180,15,13,0,2,GOLD,1096,2026-04-10T01:00:00,2026-04-29T20:00:00,19,475,20,2,0,28.6,EN,Action,91,0,CONFIRMED,0
181,15,14,0,3,GOLD,1096,2026-03-30T10:00:00,2026-04-05T03:00:00,6,137,3,6,1,16.31,FR,Thriller,78,0,CONFIRMED,0
182,15,15,0,6,GOLD,1096,2026-02-05T03:00:00,2026-02-11T19:00:00,6,160,19,2,0,14.44,FR,Sci-Fi,80,0,CONFIRMED,0
183,16,1,0,0,SILVER,483,2025-11-23T03:00:00,2025-12-08T16:00:00,15,373,16,0,0,14.87,FR,Animation,31,0,CONFIRMED,0
184,16,2,0,1,SILVER,483,2025-10-30T08:00:00,2025-11-10T18:00:00,11,274,18,0,0,31.49,FR,Horror,65,0,CONFIRMED,0
185,16,3,0,0,SILVER,483,2026-04-13T22:00:00,2026-05-02T19:00:00,19,453,19,5,1,21.4,EN,Thriller,33,0,CONFIRMED,0
186,16,4,0,1,SILVER,483,2026-04-01T23:00:00,2026-04-07T08:00:00,6,129,8,1,0,26.66,EN,Romance,95,0,CONFIRMED,0
187,16,5,0,2,SILVER,483,2026-01-18T17:00:00,2026-01-26T04:00:00,8,179,4,0,0,28.27,FR,Romance,60,0,CONFIRMED,0
188,16,6,1,2,SILVER,483,2026-03-04T06:00:00,2026-03-05T20:00:00,1,38,20,3,0,26.32,VO,Action,26,0,CANCELLED,1
189,16,7,1,3,SILVER,483,2026-02-27T09:00:00,2026-03-06T08:00:00,7,167,8,4,0,30.67,EN,Thriller,70,0,CONFIRMED,0
190,16,8,1,7,SILVER,483,2025-11-05T04:00:00,2025-11-11T12:00:00,6,152,12,1,0,19.14,AR,Romance,43,0,PENDING,0
191,16,9,1,5,SILVER,483,2025-12-28T22:00:00,2026-01-14T00:00:00,17,386,0,2,0,20.79,VO,Drama,24,0,CONFIRMED,0
192,16,10,1,7,SILVER,483,2025-12-08T02:00:00,2025-12-25T10:00:00,17,416,10,3,0,13.65,FR,Drama,106,0,CONFIRMED,0
193,16,11,1,4,SILVER,483,2026-03-24T08:00:00,2026-03-31T13:00:00,7,173,13,1,0,25.22,FR,Animation,55,0,CONFIRMED,0
194,16,12,1,8,SILVER,483,2025-12-26T09:00:00,2026-01-11T03:00:00,16,378,3,6,1,29.4,FR,Thriller,36,0,PENDING,0
195,16,13,1,3,SILVER,483,2026-04-05T08:00:00,2026-04-19T21:00:00,14,349,21,6,1,24.75,FR,Romance,87,0,CONFIRMED,0
196,17,1,0,0,SILVER,177,2026-04-02T03:00:00,2026-04-18T23:00:00,16,404,23,5,1,24.9,FR,Thriller,5,1,CONFIRMED,0
197,17,2,0,1,SILVER,177,2026-01-14T23:00:00,2026-01-24T16:00:00,10,233,16,5,1,27.26,EN,Horror,51,0,CONFIRMED,0
198,17,3,0,1,SILVER,177,2026-03-21T10:00:00,2026-04-06T08:00:00,16,382,8,0,0,15.72,EN,Thriller,16,0,CONFIRMED,0
199,17,4,1,3,SILVER,177,2025-12-26T04:00:00,2026-01-08T11:00:00,13,319,11,3,0,17.71,VO,Horror,16,0,CANCELLED,1
200,17,5,1,2,SILVER,177,2026-03-31T20:00:00,2026-04-04T18:00:00,4,94,18,5,1,29.97,FR,Action,88,0,PENDING,0
201,17,6,2,5,SILVER,177,2025-10-30T23:00:00,2025-11-15T08:00:00,16,369,8,5,1,13.3,EN,Thriller,109,0,CANCELLED,1
202,17,7,3,6,SILVER,177,2025-10-22T05:00:00,2025-11-08T09:00:00,17,412,9,5,1,19.23,FR,Thriller,102,0,CANCELLED,1
203,17,8,4,5,SILVER,177,2025-12-14T10:00:00,2025-12-22T08:00:00,8,190,8,0,0,23.08,FR,Romance,71,0,CANCELLED,1
204,17,9,4,3,SILVER,177,2026-03-28T08:00:00,2026-04-04T04:00:00,7,164,4,5,1,19.96,AR,Horror,53,0,PENDING,0
205,17,10,5,4,SILVER,177,2026-04-01T06:00:00,2026-04-08T06:00:00,7,168,6,2,0,24.85,FR,Sci-Fi,45,0,CANCELLED,1
206,17,11,6,9,SILVER,177,2025-11-28T16:00:00,2025-12-02T19:00:00,4,99,19,1,0,27.36,FR,Horror,112,0,CANCELLED,1
207,17,12,7,5,SILVER,177,2026-03-18T18:00:00,2026-03-22T06:00:00,4,84,6,6,1,18.08,FR,Thriller,29,0,CANCELLED,1
208,17,13,8,10,SILVER,177,2025-12-08T01:00:00,2025-12-26T08:00:00,18,439,8,4,0,13.58,FR,Thriller,36,0,CANCELLED,1
209,17,14,9,7,SILVER,177,2026-01-31T17:00:00,2026-02-02T22:00:00,2,53,22,0,0,22.05,FR,Thriller,20,0,CANCELLED,1
210,17,15,10,14,SILVER,177,2025-11-11T00:00:00,2025-11-29T05:00:00,18,437,5,5,1,30.48,FR,Romance,11,1,CANCELLED,1
211,18,1,0,0,SILVER,493,2025-11-23T21:00:00,2025-12-07T07:00:00,14,322,7,6,1,24.78,EN,Sci-Fi,38,0,CONFIRMED,0
212,18,2,0,0,SILVER,493,2026-02-15T22:00:00,2026-02-22T12:00:00,7,158,12,6,1,21.07,EN,Comedy,54,0,CONFIRMED,0
213,18,3,0,2,SILVER,493,2025-11-15T06:00:00,2025-11-22T04:00:00,7,166,4,5,1,29.23,FR,Thriller,45,0,CONFIRMED,0
214,18,4,0,1,SILVER,493,2026-01-14T18:00:00,2026-01-26T23:00:00,12,293,23,0,0,14.12,FR,Action,58,0,CONFIRMED,0
215,18,5,0,2,SILVER,493,2026-02-03T22:00:00,2026-02-22T14:00:00,19,448,14,6,1,24.31,FR,Romance,21,0,PENDING,0
216,18,6,0,3,SILVER,493,2026-01-29T04:00:00,2026-02-14T16:00:00,16,396,16,5,1,15.19,VO,Horror,113,0,CONFIRMED,0
217,18,7,0,4,SILVER,493,2026-01-08T18:00:00,2026-01-18T18:00:00,10,240,18,6,1,31.33,FR,Drama,7,1,CONFIRMED,0
218,18,8,0,7,SILVER,493,2025-11-02T19:00:00,2025-11-09T03:00:00,7,152,3,6,1,22.73,AR,Drama,113,0,CONFIRMED,0
219,18,9,0,5,SILVER,493,2026-01-05T23:00:00,2026-01-07T04:00:00,2,29,4,2,0,20.01,EN,Comedy,71,0,CONFIRMED,0
220,18,10,0,7,SILVER,493,2025-12-24T17:00:00,2025-12-30T22:00:00,6,149,22,1,0,28.51,EN,Animation,17,0,CONFIRMED,0
221,18,11,1,7,SILVER,493,2026-01-22T17:00:00,2026-01-30T18:00:00,8,193,18,4,0,27.1,FR,Horror,65,0,CANCELLED,1
222,18,12,1,0,SILVER,493,2026-04-10T06:00:00,2026-04-25T17:00:00,15,371,17,5,1,18.66,EN,Horror,78,0,CONFIRMED,0
223,18,13,1,12,SILVER,493,2025-11-14T00:00:00,2025-11-17T17:00:00,3,89,17,0,0,19.86,EN,Romance,76,0,PENDING,0
224,18,14,1,12,SILVER,493,2025-12-03T19:00:00,2025-12-19T03:00:00,16,368,3,4,0,23.26,EN,Action,43,0,PENDING,0
225,18,15,1,14,SILVER,493,2025-11-21T01:00:00,2025-12-08T06:00:00,17,413,6,0,0,29.98,AR,Sci-Fi,77,0,PENDING,0
226,18,16,1,15,SILVER,493,2025-11-21T16:00:00,2025-11-26T18:00:00,5,122,18,2,0,26.43,EN,Comedy,81,0,PENDING,0
227,19,1,0,0,BRONZE,82,2025-10-22T07:00:00,2025-10-26T14:00:00,4,103,14,6,1,12.38,FR,Comedy,89,0,CONFIRMED,0
228,19,2,0,1,BRONZE,82,2025-11-13T19:00:00,2025-12-02T15:00:00,19,452,15,1,0,28.97,AR,Sci-Fi,67,0,CONFIRMED,0
229,19,3,0,2,BRONZE,82,2025-10-31T19:00:00,2025-11-12T06:00:00,12,275,6,2,0,19.54,VO,Horror,69,0,CONFIRMED,0
230,19,4,0,3,BRONZE,82,2025-10-27T02:00:00,2025-11-09T08:00:00,13,318,8,6,1,21.68,VO,Comedy,39,0,PENDING,0
231,19,5,0,0,BRONZE,82,2026-02-02T01:00:00,2026-02-17T07:00:00,15,366,7,1,0,16.15,AR,Drama,45,0,PENDING,0
232,19,6,0,1,BRONZE,82,2026-02-08T01:00:00,2026-02-10T21:00:00,2,68,21,1,0,23.47,EN,Thriller,51,0,PENDING,0
233,19,7,0,0,BRONZE,82,2026-03-13T01:00:00,2026-03-14T04:00:00,1,27,4,5,1,17.75,AR,Drama,57,0,PENDING,0
234,19,8,1,3,BRONZE,82,2026-02-24T04:00:00,2026-03-14T01:00:00,18,429,1,5,1,22.77,VO,Sci-Fi,18,0,CANCELLED,1
235,19,9,2,8,BRONZE,82,2025-11-20T03:00:00,2025-11-25T13:00:00,5,130,13,1,0,13.02,VO,Comedy,30,0,CANCELLED,1
236,19,10,2,4,BRONZE,82,2026-01-04T00:00:00,2026-01-19T13:00:00,15,373,13,0,0,21.45,EN,Action,71,0,CONFIRMED,0
237,19,11,2,10,BRONZE,82,2025-11-02T19:00:00,2025-11-13T05:00:00,11,250,5,3,0,25.01,AR,Comedy,37,0,PENDING,0
238,19,12,2,1,BRONZE,82,2026-03-27T16:00:00,2026-04-01T20:00:00,5,124,20,2,0,22.7,AR,Thriller,117,0,CONFIRMED,0
239,20,1,0,0,GOLD,1007,2026-03-03T01:00:00,2026-03-21T23:00:00,18,454,23,5,1,12.75,FR,Animation,119,0,CONFIRMED,0
240,20,2,0,1,GOLD,1007,2025-11-05T17:00:00,2025-11-17T03:00:00,12,274,3,0,0,21.88,VO,Romance,60,0,PENDING,0
241,20,3,0,1,GOLD,1007,2026-01-25T05:00:00,2026-02-10T01:00:00,16,380,1,1,0,21.18,FR,Comedy,95,0,CONFIRMED,0
242,20,4,0,3,GOLD,1007,2025-10-29T04:00:00,2025-11-02T03:00:00,4,95,3,6,1,24.22,EN,Drama,55,0,CONFIRMED,0
243,20,5,0,4,GOLD,1007,2025-10-30T07:00:00,2025-11-03T11:00:00,4,100,11,0,0,31.63,EN,Thriller,1,1,CONFIRMED,0
244,20,6,0,2,GOLD,1007,2026-02-10T00:00:00,2026-02-16T16:00:00,6,160,16,0,0,23.65,EN,Comedy,47,0,CONFIRMED,0
245,20,7,0,1,GOLD,1007,2026-03-19T20:00:00,2026-03-26T15:00:00,7,163,15,3,0,15.19,EN,Thriller,114,0,CONFIRMED,0
246,20,8,0,2,GOLD,1007,2026-03-20T01:00:00,2026-03-28T03:00:00,8,194,3,5,1,24.29,FR,Action,20,0,PENDING,0
247,21,1,0,0,BRONZE,160,2025-10-31T04:00:00,2025-11-16T16:00:00,16,396,16,6,1,16.95,AR,Thriller,11,1,CONFIRMED,0
248,21,2,0,0,BRONZE,160,2026-01-17T08:00:00,2026-02-06T03:00:00,20,475,3,4,0,23.28,FR,Animation,65,0,CONFIRMED,0
249,21,3,0,0,BRONZE,160,2026-03-08T00:00:00,2026-03-26T11:00:00,18,443,11,3,0,22.41,FR,Comedy,75,0,PENDING,0
250,21,4,0,2,BRONZE,160,2025-12-26T09:00:00,2026-01-05T07:00:00,10,238,7,0,0,14.64,FR,Animation,72,0,PENDING,0
251,21,5,0,0,BRONZE,160,2026-04-13T22:00:00,2026-04-19T14:00:00,6,136,14,6,1,28.33,AR,Animation,6,1,CONFIRMED,0
252,21,6,1,4,BRONZE,160,2025-12-02T09:00:00,2025-12-21T16:00:00,19,463,16,6,1,13.38,VO,Action,53,0,CANCELLED,1
253,21,7,1,2,BRONZE,160,2026-03-15T21:00:00,2026-03-24T02:00:00,9,197,2,1,0,31.86,FR,Romance,117,0,CONFIRMED,0
254,21,8,1,7,BRONZE,160,2025-10-31T17:00:00,2025-11-03T19:00:00,3,74,19,0,0,25.07,FR,Comedy,69,0,CONFIRMED,0
255,21,9,1,3,BRONZE,160,2026-02-21T10:00:00,2026-03-09T19:00:00,16,393,19,0,0,12.45,FR,Sci-Fi,70,0,CONFIRMED,0
256,21,10,1,4,BRONZE,160,2026-02-20T03:00:00,2026-03-02T04:00:00,10,241,4,0,0,18.92,FR,Thriller,93,0,CONFIRMED,0
257,21,11,2,10,BRONZE,160,2025-10-31T21:00:00,2025-11-14T05:00:00,14,320,5,4,0,27.32,VO,Action,27,0,CANCELLED,1
258,22,1,1,0,BRONZE,173,2026-02-16T09:00:00,2026-02-25T04:00:00,9,211,4,2,0,20.78,EN,Romance,100,0,CANCELLED,1
259,22,2,1,1,BRONZE,173,2025-12-12T01:00:00,2025-12-17T06:00:00,5,125,6,2,0,28.32,AR,Drama,77,0,PENDING,0
260,22,3,1,1,BRONZE,173,2026-02-18T01:00:00,2026-03-08T23:00:00,18,454,23,6,1,14.87,EN,Comedy,39,0,CONFIRMED,0
261,22,4,1,3,BRONZE,173,2025-11-19T05:00:00,2025-12-02T19:00:00,13,326,19,1,0,25.58,EN,Action,45,0,CONFIRMED,0
262,22,5,1,4,BRONZE,173,2025-12-06T00:00:00,2025-12-21T02:00:00,15,362,2,6,1,20.33,FR,Drama,97,0,CONFIRMED,0
263,22,6,1,2,BRONZE,173,2026-02-21T01:00:00,2026-03-11T14:00:00,18,445,14,2,0,26.15,AR,Thriller,72,0,CONFIRMED,0
264,22,7,1,6,BRONZE,173,2025-12-05T06:00:00,2025-12-13T18:00:00,8,204,18,5,1,16.86,FR,Sci-Fi,119,0,CONFIRMED,0
265,22,8,2,7,BRONZE,173,2025-12-03T04:00:00,2025-12-04T12:00:00,1,32,12,3,0,17.37,EN,Animation,112,0,CANCELLED,1
266,22,9,3,8,BRONZE,173,2025-11-19T17:00:00,2025-11-24T14:00:00,5,117,14,0,0,21.59,AR,Drama,117,0,CANCELLED,1
267,22,10,3,3,BRONZE,173,2026-03-02T07:00:00,2026-03-18T11:00:00,16,388,11,2,0,31.99,EN,Comedy,78,0,CONFIRMED,0
268,22,11,3,4,BRONZE,173,2026-02-16T17:00:00,2026-02-23T19:00:00,7,170,19,0,0,27.51,FR,Animation,46,0,CONFIRMED,0
269,22,12,3,11,BRONZE,173,2025-12-12T20:00:00,2025-12-15T04:00:00,3,56,4,0,0,28.06,AR,Romance,41,0,CONFIRMED,0
270,22,13,3,9,BRONZE,173,2026-01-04T09:00:00,2026-01-16T15:00:00,12,294,15,4,0,29.28,AR,Action,71,0,CONFIRMED,0
271,22,14,3,11,BRONZE,173,2026-01-03T01:00:00,2026-01-06T13:00:00,3,84,13,1,0,15.92,FR,Animation,32,0,CONFIRMED,0
272,22,15,3,14,BRONZE,173,2025-10-26T00:00:00,2025-10-31T17:00:00,5,137,17,4,0,27.27,EN,Sci-Fi,95,0,CONFIRMED,0
273,23,1,0,0,BRONZE,55,2026-03-02T17:00:00,2026-03-16T15:00:00,14,334,15,0,0,31.14,EN,Romance,10,1,CONFIRMED,0
274,23,2,0,0,BRONZE,55,2026-04-17T21:00:00,2026-04-21T01:00:00,4,76,1,1,0,28.85,FR,Sci-Fi,2,1,CONFIRMED,0
275,23,3,1,1,BRONZE,55,2026-04-03T19:00:00,2026-04-18T02:00:00,15,343,2,5,1,21.76,FR,Animation,2,1,CANCELLED,1
276,23,4,1,3,BRONZE,55,2026-02-07T17:00:00,2026-02-14T01:00:00,7,152,1,5,1,12.34,AR,Sci-Fi,104,0,CONFIRMED,0
277,23,5,1,3,BRONZE,55,2026-03-25T18:00:00,2026-03-29T04:00:00,4,82,4,6,1,16.82,EN,Comedy,46,0,CONFIRMED,0
278,23,6,1,5,BRONZE,55,2026-01-13T22:00:00,2026-01-23T23:00:00,10,241,23,4,0,23.3,VO,Comedy,88,0,CONFIRMED,0
279,23,7,2,6,BRONZE,55,2025-11-04T09:00:00,2025-11-06T14:00:00,2,53,14,3,0,20.11,FR,Horror,82,0,CANCELLED,1
280,23,8,2,5,BRONZE,55,2026-03-07T08:00:00,2026-03-18T05:00:00,11,261,5,2,0,28.91,EN,Drama,110,0,PENDING,0
281,23,9,3,3,BRONZE,55,2026-04-09T03:00:00,2026-04-13T21:00:00,4,114,21,0,0,30.03,EN,Animation,35,0,CANCELLED,1
282,23,10,3,6,BRONZE,55,2026-03-31T02:00:00,2026-04-19T12:00:00,19,466,12,6,1,22.86,EN,Comedy,109,0,PENDING,0
283,23,11,4,10,BRONZE,55,2025-11-20T06:00:00,2025-12-06T13:00:00,16,391,13,5,1,28.41,AR,Thriller,39,0,CANCELLED,1
284,23,12,4,8,BRONZE,55,2026-02-16T16:00:00,2026-03-06T17:00:00,18,433,17,4,0,28.99,EN,Animation,50,0,CONFIRMED,0
285,23,13,4,12,BRONZE,55,2025-10-25T08:00:00,2025-11-05T06:00:00,11,262,6,2,0,26.91,FR,Action,30,0,CONFIRMED,0
286,23,14,4,13,BRONZE,55,2025-11-12T22:00:00,2025-11-29T16:00:00,17,402,16,5,1,18.53,EN,Romance,58,0,CONFIRMED,0
287,23,15,5,10,BRONZE,55,2026-01-12T21:00:00,2026-01-17T02:00:00,5,101,2,5,1,25.59,EN,Action,80,0,CANCELLED,1
288,23,16,5,9,BRONZE,55,2026-02-15T08:00:00,2026-02-17T08:00:00,2,48,8,1,0,17.36,FR,Romance,20,0,CONFIRMED,0
289,23,17,6,7,BRONZE,55,2026-03-23T08:00:00,2026-03-23T16:00:00,0,8,16,0,0,30.86,FR,Romance,14,0,CANCELLED,1
290,23,18,7,11,BRONZE,55,2026-03-02T21:00:00,2026-03-12T16:00:00,10,235,16,3,0,23.14,EN,Action,12,1,CANCELLED,1
291,24,1,0,0,SILVER,357,2026-02-03T21:00:00,2026-02-12T09:00:00,9,204,9,3,0,27.58,AR,Animation,32,0,CONFIRMED,0
292,24,2,0,1,SILVER,357,2026-01-12T05:00:00,2026-01-15T10:00:00,3,77,10,3,0,17.38,FR,Comedy,22,0,CONFIRMED,0
293,24,3,0,2,SILVER,357,2025-12-17T08:00:00,2025-12-25T06:00:00,8,190,6,3,0,17.03,FR,Sci-Fi,77,0,CONFIRMED,0
294,24,4,0,0,SILVER,357,2026-03-16T01:00:00,2026-03-16T10:00:00,0,9,10,0,0,30.98,FR,Sci-Fi,103,0,CONFIRMED,0
295,24,5,0,4,SILVER,357,2025-12-30T06:00:00,2026-01-05T21:00:00,6,159,21,0,0,18.41,VO,Comedy,41,0,CONFIRMED,0
296,24,6,0,4,SILVER,357,2026-01-28T01:00:00,2026-02-12T23:00:00,15,382,23,3,0,25.9,EN,Animation,32,0,CONFIRMED,0
297,24,7,0,6,SILVER,357,2026-01-08T23:00:00,2026-01-11T15:00:00,3,64,15,6,1,30.64,FR,Thriller,24,0,CONFIRMED,0
298,25,1,0,0,BRONZE,73,2025-10-24T08:00:00,2025-11-11T01:00:00,18,425,1,1,0,28.96,AR,Sci-Fi,18,0,CONFIRMED,0
299,25,2,0,1,BRONZE,73,2025-11-02T06:00:00,2025-11-17T18:00:00,15,372,18,0,0,20.46,FR,Drama,77,0,CONFIRMED,0
300,25,3,0,0,BRONZE,73,2025-12-10T21:00:00,2025-12-22T17:00:00,12,284,17,0,0,12.74,VO,Sci-Fi,104,0,CONFIRMED,0
301,25,4,1,0,BRONZE,73,2026-03-29T07:00:00,2026-04-14T22:00:00,16,399,22,1,0,16.96,EN,Comedy,79,0,CANCELLED,1
302,25,5,1,4,BRONZE,73,2025-11-04T22:00:00,2025-11-21T05:00:00,17,391,5,4,0,18.63,AR,Action,13,0,CONFIRMED,0
303,25,6,1,2,BRONZE,73,2025-12-07T17:00:00,2025-12-20T08:00:00,13,303,8,5,1,25.75,FR,Drama,60,0,CONFIRMED,0
304,25,7,1,3,BRONZE,73,2025-12-12T06:00:00,2025-12-19T20:00:00,7,182,20,4,0,31.95,EN,Comedy,118,0,CONFIRMED,0
305,25,8,1,1,BRONZE,73,2026-03-13T23:00:00,2026-03-20T20:00:00,7,165,20,4,0,18.86,AR,Horror,45,0,CONFIRMED,0
306,25,9,1,8,BRONZE,73,2025-10-22T20:00:00,2025-10-29T21:00:00,7,169,21,2,0,13.34,FR,Sci-Fi,3,1,CONFIRMED,0
307,25,10,1,9,BRONZE,73,2025-10-28T05:00:00,2025-11-13T06:00:00,16,385,6,3,0,16.88,FR,Comedy,72,0,CONFIRMED,0
308,25,11,1,5,BRONZE,73,2026-01-06T05:00:00,2026-01-10T10:00:00,4,101,10,5,1,24.81,FR,Action,79,0,CONFIRMED,0
309,25,12,1,6,BRONZE,73,2025-12-30T22:00:00,2025-12-31T06:00:00,1,8,6,2,0,26.09,FR,Romance,104,0,CONFIRMED,0
310,25,13,1,9,BRONZE,73,2025-12-03T05:00:00,2025-12-11T06:00:00,8,193,6,3,0,18.52,FR,Comedy,111,0,PENDING,0
311,25,14,1,4,BRONZE,73,2026-01-28T22:00:00,2026-02-11T04:00:00,14,318,4,2,0,19.85,FR,Drama,59,0,PENDING,0
312,25,15,2,4,BRONZE,73,2026-02-01T16:00:00,2026-02-03T17:00:00,2,49,17,1,0,25.44,FR,Comedy,15,0,CANCELLED,1
313,25,16,3,15,BRONZE,73,2025-10-24T06:00:00,2025-11-04T09:00:00,11,267,9,1,0,19.77,EN,Animation,55,0,CANCELLED,1
314,25,17,3,16,BRONZE,73,2025-11-07T17:00:00,2025-11-22T18:00:00,15,361,18,5,1,30.38,VO,Comedy,22,0,CONFIRMED,0
315,26,1,0,0,GOLD,867,2026-04-16T19:00:00,2026-04-19T22:00:00,3,75,22,6,1,15.9,FR,Animation,84,0,CONFIRMED,0
316,26,2,0,1,GOLD,867,2026-01-02T20:00:00,2026-01-13T12:00:00,11,256,12,1,0,15.35,EN,Romance,29,0,CONFIRMED,0
317,26,3,0,2,GOLD,867,2025-12-03T01:00:00,2025-12-06T21:00:00,3,92,21,5,1,27.61,EN,Romance,64,0,CONFIRMED,0
318,26,4,0,1,GOLD,867,2026-03-21T02:00:00,2026-04-06T20:00:00,16,402,20,0,0,22.86,VO,Animation,97,0,CONFIRMED,0
319,26,5,0,4,GOLD,867,2025-12-01T04:00:00,2025-12-10T11:00:00,9,223,11,2,0,14.05,AR,Romance,39,0,CONFIRMED,0
320,26,6,0,2,GOLD,867,2026-02-10T23:00:00,2026-03-01T14:00:00,19,447,14,6,1,28.33,FR,Thriller,100,0,CONFIRMED,0
321,26,7,0,6,GOLD,867,2025-11-19T23:00:00,2025-12-08T13:00:00,19,446,13,0,0,26.22,EN,Comedy,18,0,PENDING,0
322,26,8,0,2,GOLD,867,2026-04-03T16:00:00,2026-04-11T09:00:00,8,185,9,5,1,22.65,EN,Comedy,91,0,CONFIRMED,0
323,26,9,0,8,GOLD,867,2025-12-09T07:00:00,2025-12-12T10:00:00,3,75,10,4,0,31.26,AR,Thriller,36,0,CONFIRMED,0
324,26,10,0,3,GOLD,867,2026-03-17T03:00:00,2026-03-20T11:00:00,3,80,11,4,0,26.23,AR,Romance,87,0,CONFIRMED,0
325,26,11,0,10,GOLD,867,2025-11-09T02:00:00,2025-11-22T17:00:00,13,327,17,5,1,20.28,FR,Sci-Fi,113,0,CONFIRMED,0
326,27,1,0,0,BRONZE,114,2026-01-25T16:00:00,2026-01-25T23:00:00,0,7,23,6,1,29.38,AR,Action,59,0,CONFIRMED,0
327,27,2,0,0,BRONZE,114,2026-04-02T17:00:00,2026-04-11T10:00:00,9,209,10,5,1,16.36,FR,Comedy,35,0,CONFIRMED,0
328,27,3,0,2,BRONZE,114,2025-11-29T16:00:00,2025-12-02T16:00:00,3,72,16,1,0,23.32,EN,Drama,88,0,CONFIRMED,0
329,27,4,0,3,BRONZE,114,2025-11-09T20:00:00,2025-11-10T10:00:00,1,14,10,0,0,14.48,AR,Drama,1,1,CONFIRMED,0
330,27,5,1,4,BRONZE,114,2025-10-25T06:00:00,2025-11-13T07:00:00,19,457,7,3,0,25.0,FR,Thriller,36,0,CANCELLED,1
331,27,6,1,2,BRONZE,114,2026-01-17T02:00:00,2026-01-19T02:00:00,2,48,2,0,0,19.44,VO,Comedy,51,0,PENDING,0
332,27,7,2,2,BRONZE,114,2026-02-18T21:00:00,2026-03-05T02:00:00,15,341,2,3,0,13.82,FR,Comedy,10,1,CANCELLED,1
333,27,8,2,3,BRONZE,114,2026-02-20T18:00:00,2026-03-07T12:00:00,15,354,12,5,1,20.9,FR,Drama,16,0,CONFIRMED,0
334,27,9,2,3,BRONZE,114,2026-03-16T19:00:00,2026-03-18T13:00:00,2,42,13,2,0,16.58,FR,Romance,14,0,PENDING,0
335,27,10,3,4,BRONZE,114,2026-03-14T22:00:00,2026-03-31T16:00:00,17,402,16,1,0,28.27,AR,Sci-Fi,87,0,CANCELLED,1
336,27,11,3,9,BRONZE,114,2025-12-04T16:00:00,2025-12-05T02:00:00,1,10,2,4,0,24.21,FR,Drama,28,0,CONFIRMED,0
337,27,12,3,8,BRONZE,114,2026-01-03T20:00:00,2026-01-22T10:00:00,19,446,10,3,0,16.34,VO,Comedy,16,0,CONFIRMED,0
338,27,13,3,9,BRONZE,114,2025-12-31T00:00:00,2026-01-17T03:00:00,17,411,3,5,1,14.8,FR,Action,71,0,PENDING,0
339,27,14,3,7,BRONZE,114,2026-02-06T10:00:00,2026-02-24T18:00:00,18,440,18,1,0,28.94,AR,Comedy,78,0,PENDING,0
340,27,15,4,9,BRONZE,114,2026-02-03T09:00:00,2026-02-20T08:00:00,17,407,8,4,0,29.96,VO,Horror,15,0,CANCELLED,1
341,27,16,5,15,BRONZE,114,2025-11-07T08:00:00,2025-11-18T20:00:00,11,276,20,1,0,29.77,FR,Drama,41,0,CANCELLED,1
342,27,17,6,16,BRONZE,114,2025-11-24T21:00:00,2025-12-02T22:00:00,8,193,22,1,0,22.93,FR,Horror,99,0,CANCELLED,1
343,28,1,0,0,BRONZE,87,2026-04-03T22:00:00,2026-04-14T23:00:00,11,265,23,1,0,17.73,AR,Romance,55,0,CONFIRMED,0
344,28,2,0,1,BRONZE,87,2025-12-02T17:00:00,2025-12-16T02:00:00,14,321,2,1,0,15.05,FR,Action,118,0,PENDING,0
345,28,3,1,2,BRONZE,87,2025-12-03T00:00:00,2025-12-11T14:00:00,8,206,14,3,0,23.73,AR,Sci-Fi,83,0,CANCELLED,1
346,28,4,1,3,BRONZE,87,2025-10-22T21:00:00,2025-11-07T16:00:00,16,379,16,4,0,31.07,FR,Comedy,119,0,CONFIRMED,0
347,28,5,1,4,BRONZE,87,2025-11-15T09:00:00,2025-11-22T05:00:00,7,164,5,5,1,25.32,EN,Comedy,2,1,CONFIRMED,0
348,28,6,1,1,BRONZE,87,2026-03-08T19:00:00,2026-03-16T10:00:00,8,183,10,0,0,22.46,AR,Sci-Fi,22,0,PENDING,0
349,28,7,2,2,BRONZE,87,2026-02-10T07:00:00,2026-02-26T23:00:00,16,400,23,3,0,30.0,FR,Drama,68,0,CANCELLED,1
350,28,8,3,6,BRONZE,87,2025-11-23T08:00:00,2025-12-04T04:00:00,11,260,4,3,0,21.1,FR,Horror,73,0,CANCELLED,1
